name,description,website,location,incubator_name
ORDA,Gastronomy in the Digital Era - ORDA is a Bluetooth Low Energy (BLE) smart phone application that functions as gastronomy portal in which guests of gastronomic venues can order and pay through a digital menu.,https://www.orda-app.com/,"Munich, Germany",XPreneurs
Organifarms,Organifarms develops farm robots to take indoor farming to the next level.,https://www.organifarms.de/,"Munich, Germany",XPreneurs
Palasts,"Palasts is the world's first requirements engineering platform for architects, planners, and principals.",https://www.palasts.com/,"Munich, Germany",XPreneurs
ParkDepot,We optimise parking lots with a smart camera system and AI.,https://www.park-depot.com/,"Munich, Germany",XPreneurs
PatientOne,Leveraging Blockchain and AI to shape the future of Digital Health.,,"Munich, Germany",XPreneurs
Peak Quantum,Peak Quantum makes quantum computing accessible by providing high-quality quantum processors to researchers and companies around the world.,https://peakquantum.de/,"Munich, Germany",XPreneurs
PerAGraft,PerAGraft is dedicated to developing patient individualised implants for cardiovascular applicationsand bringing these tailored solutions into clinical routine.,https://www.peragraft.de/,"Munich, Germany",XPreneurs
Phlair,"Low-cost, next-generation Direct Air Capture.",https://www.carbonatlantis.com/,"Munich, Germany",XPreneurs
Pigtie,Pigtie empowers people to start and tackle their own financial planning.,https://www.pigtie.de/,"Munich, Germany",XPreneurs
Plan4better,Digital planning tools to foster active mobility and local accessibility.,https://plan4better.de/,"Munich, Germany",XPreneurs
Plantura,Plantura is a digital brand within the home & garden sector. We enable manufacturers/brands with data-driven insights to increase their visibility as well as their online market share.,https://www.plantura.garden/,"Munich, Germany",XPreneurs
Point Twelve,"Point Twelve revolutionizes green energy certification by making it easy for energy producers to trace carbon, obtain certificates, earn money and trust from it.",https://point-twelve.energy/,"Munich, Germany",XPreneurs
Preisenergie,"We develop dynamic pricing SaaS for the energy sector to increase loads of renewable production and grid, and boost utilities’ profits. For airlines, Dynamic Pricing incentivised customers to fly at inconvenient times, which increased aircraft loads by 50% and boosted profits.",https://www.preisenergie.de/,"Munich, Germany",XPreneurs
presize (Exit),presize develops the most accurate body scanning software for fashion online shops by combining the latest breakthroughs in Computer Vision and Deep Learning.,https://www.presize.ai/,"Munich, Germany",XPreneurs
Protegg,From waste to resource: Protegg upcycles and transforms residual material into standardized resources and develops biobased innovative applications.,https://protegg.eu/,"Munich, Germany",XPreneurs
ProteinDistillery,Creating functional vegan protein from brewer's yeast.,https://www.proteindistillery.com/,"Munich, Germany",XPreneurs
Proxima Fusion,"Proxima Fusion develops fusion power plants based on the stellarator concept to enable the global transition to de-carbonized, cheap, and abundant energy.",https://proximafusion.com/,"Munich, Germany",XPreneurs
qbound (Exit),"qbound builds a novel, user-centric form of cybersecurity solution for enterprises that outpaces VPNs and firewalls with software defined perimeter, a blockchain- backed secure infrastructure and artificial intelligence to mitigate current cybersecurity risks.",https://qbound.io/,"Munich, Germany",XPreneurs
Qkera,"Qkera develops solid-state electrolytes for the next generation of green, safe and high-performance batteries.",https://qkera.com/,"Munich, Germany",XPreneurs
Quantagonia,"Quantagonia offers a hybrid quantum computing platform addressing compute-intensive fields such as AI, simulation, and optimization.",https://www.quantagonia.com/,"Munich, Germany",XPreneurs
QuantumDiamonds,"QuantumDiamonds has developed atom-sized quantum sensors in diamonds with unprecedented sensitivities for magnetic fields, temperature and pressure, functioning under the hardest conditions.",https://www.quantumdiamonds.de/,"Munich, Germany",XPreneurs
Quasara,Zero Labelling. Useful Data. Quasara effortlessly finds and extracts data from raw images to craft industrial Computer Vision applications.,http://quasara.io/,"Munich, Germany",XPreneurs
qubu,Qubu is a technology company specializing in generative real-estate development design tools that provide advanced insights.,https://devs.sk/,"Munich, Germany",XPreneurs
QYOBO,QYOBO is a B2B marketplace & analytics platform providing actionable insights for the chemical and pharmaceutical industries.,https://qyobo.com/,"Munich, Germany",XPreneurs
Radical Dot,Radical Dot is scaling a disruptive chemical technology that transforms unrecyclable plastic waste into essential chemical building blocks.,https://radicaldot.com/,"Munich, Germany",XPreneurs
RESONIKS,RESONIKS AI-powered acoustic analysis helps metalworking companies that want to find all defects by increasing employee efficiency and reducing the costs of manual quality inspections. RESONIKS has created a proprietary and patent-pending technology to convert acoustic sound patterns into valuable data for industries that are producing metal parts. The automated in-line solution detects anomalies such as cracks and pores by analyzing how metal objects react to sound.,http://resoniks.com/,"Munich, Germany",XPreneurs
Respeak,"Respeak provides companies with a platform to easily create automated digital dialogs to engage customers, employees, and partners at scale.",https://respeak.io/,"Munich, Germany",XPreneurs
Reverion,"Reverion unlocks a net-zero emissions future, enabling the successful global energy transition by making the most of biogas.",https://reverion.de/,"Munich, Germany",XPreneurs
rfrnz,We offer automated contract analysis for lawyers based on Machine Learning and Natural Language Processing algorithms.,,"Munich, Germany",XPreneurs
RideBee,RideBee is a carpooling application for companies in order to reduce commuting expenses and stress for its employees.,https://www.ridebee.de/,"Munich, Germany",XPreneurs
Ridetronic,"We are developing a super light e-Bike with a fully integrated and invisible drive system. Our solution perfectly combines the benefits of an ordinary and an electric bike. Due to our innovative drive technology, the TronicDrive, it is 50 percent lighter than conventional models. Don’t make your daily trips being a hustle — be delighted by a great and sustainable riding experience.",https://www.ridetronic.de/,"Munich, Germany",XPreneurs
RobCo,"The first modular, self-programming industrial robots.",https://robco.de/de/,"Munich, Germany",XPreneurs
Robot Cloud,"Enabling autonomous robotics via artificial intelligence: Robotcloud is developing software for industrial robots, which will enable industry managers to easily automate industrial tasks which for now could not be automated with robots because they are too little structured.",http://www.robotcloud.eu/,"Munich, Germany",XPreneurs
Roundpeg Technologies,"Roundpeg sells robots with integrated environmental detection, which remarkably reduce investment risks for automation.",https://roundpeg.tech/,"Munich, Germany",XPreneurs
RYVER.AI,RYVER.AI makes radiology AI safe for every patient providing diverse AI-generated image data.,https://www.ryver.ai/,"Munich, Germany",XPreneurs
SAM DIMENSION,From volume to value - SAM DIMENSION reshapes future crop protection strategies to leverage data-driven farming technologies.,https://sam-dimension.com/,"Munich, Germany",XPreneurs
SE3 Labs,From pixels to deep insights: SE3 Labs develops semantic 3D digital twins and SpatialGPT for informed decision-making.,https://se3.ai/,"Munich, Germany",XPreneurs
Secfix,Secfix helps companies to become and remain ISO 27001 compliant in weeks instead of months. Secfix helps you design your information management system (ISMS). Use our library of customizable and auditor-approved security policies and publish them to your employees - all through our portal.,https://www.secfix.com/,"Munich, Germany",XPreneurs
sereact,At sereact we built an adoptable AI to bring a new era of intelligent robots to commercial viability. We unleash the power of AI to enable our customers to close automation gaps and reach a new level of cost-efficiency.,https://sereact.ai/de,"Munich, Germany",XPreneurs
